Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Is_Split,Is_Dividend,Log_Ret,RSI,MACD,MACD_Signal,Volatility,Sentiment_Decay
2015-01-30,0.892074458386506,0.8037398415219186,0.8780139275132466,0.817833434252225,0.050111016180312405,0.0,0.0,0,0,0.15955790905601291,0.3339235433480283,0.38296644518634537,0.4416717933444659,0.15431627529038264,0.6062038080702903
2015-02-02,0.8176922066017481,0.7543982134580556,0.8776784205808468,0.8311771747236308,0.019321410061905877,0.0,0.0,0,0,0.2770593356585941,0.33167925273977555,0.3636818583786052,0.42929712554850186,0.1580857700234897,0.5501928573323511
2015-02-03,0.8362878345698351,0.7605660184800449,0.7944999412632179,0.738391547771393,0.10495817637003903,0.0,0.0,0,0,0.09575739643564923,0.2620864693463923,0.31766497124425247,0.4088473280760605,0.22217755648610268,0.5497252973411586
2015-02-04,0.7371115040991006,0.6775824146849991,0.7804130883668234,0.7399430432873372,0.02739913027029671,0.0,0.0,0,0,0.25771697867518417,0.2842459926847794,0.28421889807842804,0.3848194749658783,0.20727485167271179,0.5947728912267498
2015-02-05,0.7488886907087221,0.677021725614956,0.7448609722686192,0.70456651771483,0.02540664248903154,0.0,0.0,0,0,0.1907721678122578,0.18162365429060823,0.248088853846977,0.35731383662542393,0.21279983446570014,0.5837925974371692
2015-02-06,0.6974411484094704,0.6543134328384956,0.7458672758865759,0.6986704998840382,0.024329729203560236,0.0,0.0,0,0,0.24404346255609702,0.1964782050525742,0.22057731249079138,0.3290018914633895,0.20724796519542618,0.5803307785899452
2015-02-09,0.6937219063171122,0.6366513526365748,0.7277557234971106,0.6753963927938548,0.018331701389233734,0.0,0.0,0,0,0.21130705151441342,0.14717980085025292,0.19405441180563798,0.3002715615820565,0.20768173430747053,0.6208173606189955
2015-02-10,0.6658288049794167,0.6388943129794531,0.7187001722188748,0.6722934017619667,0.030474985461048126,0.0,0.0,0,0,0.2490539471242596,0.12686540258674747,0.17566235772798916,0.2730706427566661,0.2026064720975825,0.6388505558504185
2015-02-11,0.6810149132569975,0.6293622260480135,0.7347989680020128,0.6884298550914595,0.01776224539327477,0.0,0.0,0,0,0.28539556503882524,0.06616198805561055,0.17057842270661622,0.2501443391561584,0.21055424699429884,0.6176454241371829
2015-02-12,0.6900028235726551,0.6248766926599967,0.7237309779886807,0.6719829142942878,0.02182460843096734,0.0,0.0,0,0,0.22390610224224303,0.06728833074785645,0.164584316012429,0.2304290571952079,0.20958547922891216,0.6538188856324993
2015-02-13,0.6738866364459962,0.6206713491328827,0.7358051958808844,0.6812924106246468,0.02931464558659129,0.0,0.0,0,0,0.27257602968180095,0.10516144295508614,0.16695267158379218,0.21519981274921401,0.19070847902273283,0.6786538380724385
2015-02-16,0.6881432377073499,0.6223534655927001,0.7314449680402579,0.675086009973115,0.013390661600947321,0.0,0.0,0,0,0.24321031753120817,0.1096099619512664,0.17041977945247466,0.20381130379899648,0.1888462957419589,0.6771813412810881
2015-02-18,0.687213445436928,0.6276801286066152,0.7384883821299915,0.6831543936082697,0.024119214091288484,0.0,0.0,0,0,0.27018910643983285,0.09699882214139913,0.17970023856842027,0.1968281814220938,0.1858314026204497,0.644513830629889
2015-02-19,0.6906225730896544,0.6254372990038202,0.704948546345826,0.6670177309848991,0.024152572324279267,0.0,0.0,0,0,0.2243409365871171,0.11272811411176614,0.18496484149256803,0.19244867289380524,0.1820779470804557,0.6549779017706732
2015-02-20,0.6701676389978751,0.6220732342095753,0.7153460810859729,0.6784996977665597,0.03170780901208083,0.0,0.0,0,0,0.276771969652076,0.19178721168485466,0.19668159857689488,0.1916313087932371,0.16418005591882986,0.6692921445854958
2015-02-23,0.6844241430490118,0.6153447721461647,0.7076318749817438,0.6567771908392593,0.012566918843077899,0.0,0.0,0,0,0.2134471732993863,0.12999257195198166,0.20170804369160694,0.19212980562751986,0.16501819097960999,0.6407095897100519
2015-02-24,0.6565309712555328,0.5912348152464668,0.6901913056854161,0.6421923376726496,0.02150283719570916,0.0,0.0,0,0,0.22658213849675551,0.20775825395975597,0.20393160977381475,0.19303838905042575,0.16241224771524418,0.6328445431698031
2015-02-25,0.6540515350113624,0.587590242266367,0.6871726752403606,0.6347445103850968,0.020940813221343165,0.0,0.0,0,0,0.24030216007969832,0.1911241916496353,0.20642972845534335,0.1943379870555001,0.1627331180322182,0.6546941760432115
2015-02-26,0.6407247021259065,0.575535268843866,0.6797939172480998,0.6310207537117288,0.03700588636145138,0.0,0.0,0,0,0.24758324506851212,0.23939025541712458,0.2104168238518926,0.1962917670248704,0.15693067814992082,0.6500817395091054
2015-02-27,0.6397949182159103,0.6038504713378795,0.690526634465856,0.6719829142942878,0.027621971662283633,0.0,0.0,0,0,0.33445800458672037,0.4099522866205229,0.2311521146692107,0.20260866817363177,0.18237612124975097,0.6091259890965446
2015-03-02,0.6794653528910463,0.6153448081490674,0.7170230086600711,0.6695003749630629,0.015855411899380195,0.0,0.0,0,0,0.2502178990708834,0.4646988059115475,0.24957992073397792,0.21188704069353986,0.16132128763277334,0.5787298522421793
2015-03-03,0.6745065142740113,0.6265587846271312,0.7237309515650088,0.6912227772434244,0.0175717891069327,0.0,0.0,0,0,0.2959369106815105,0.5347563258281559,0.27445454418753745,0.2250126201241161,0.16708331513652433,0.5463089719815948
2015-03-04,0.7557069986967814,0.678703754493408,0.710650384174365,0.6611216085071684,0.0459997630339508,0.0,0.0,0,0,0.1979125561182791,0.41243043383689104,0.2859734664409922,0.23815396978123188,0.0878764850115572,0.5872704114691694
2015-03-05,0.6614896458214766,0.5957202853068719,0.7042778817959228,0.6542946515080345,0.02153243648581467,0.0,0.0,0,0,0.24177689088578058,0.4349824543117392,0.2950364454057046,0.2507448736957294,0.08752563688946818,0.5990946190238524
2015-03-09,0.6441339152755315,0.5901134087930371,0.6868373001916475,0.6428128940202517,0.024303893626572093,0.0,0.0,0,0,0.23259641957663982,0.38008146822885636,0.30044414611648185,0.26205739351960927,0.07283059643912401,0.6544748938232605
2015-03-10,0.6428942857556351,0.590113458732756,0.6982408579612578,0.6549154171495143,0.01688786185156005,0.0,0.0,0,0,0.27849691591123854,0.4303944639031244,0.3111740273497208,0.27356739597431656,0.07670356052083657,0.6516198258228789
2015-03-11,0.6531216930082014,0.5945989753636504,0.6972345951780412,0.6533637123396924,0.01592337339593671,0.0,0.0,0,0,0.2519423354929315,0.40299467579556286,0.3211764276276403,0.28506859858706235,0.0684725943679173,0.6537916212245054
2015-03-12,0.6614897166567028,0.6063736863412644,0.7207124199148291,0.6719829142942878,0.009993135349811565,0.0,0.0,0,0,0.2906889374012227,0.49574615603990807,0.33754881883940596,0.2980231775201138,0.07517811402435126,0.597826635634217
2015-03-13,0.6838042312471114,0.6187089810307929,0.7240663128296538,0.6713622532997469,0.020224214646400392,0.0,0.0,0,0,0.2537650740803626,0.4627289707822109,0.3519970157659058,0.3116993070394095,0.07027831688583158,0.5620813775446318
2015-03-16,0.668927850778524,0.6139430163313598,0.7213830854986336,0.6800511932825039,0.005808878571576516,0.0,0.0,0,0,0.2714156343212332,0.5522155622631608,0.3680286499504734,0.3263157038259619,0.06694235090346978,0.6016047279455672
2015-03-17,0.6853540054692243,0.6175877320653275,0.7244018854364715,0.6809823417447235,0.005112458078365621,0.0,0.0,0,0,0.25670288619615983,0.6080701243094871,0.38240520480400425,0.3413048626056976,0.06540865707870122,0.5560955496053779
2015-03-18,0.683804330292885,0.6254374449479276,0.7371469046979535,0.6868783595755154,0.011517210191203973,0.0,0.0,0,0,0.2660336268009566,0.6527992699527717,0.39705746784210194,0.3566554412265417,0.06520308009467599,0.5662729070369468
2015-03-19,0.6924823433012023,0.6226339819641105,0.6958930756823436,0.6459160943460175,0.011252691281464937,0.0,0.0,0,0,0.17658910974807274,0.5223314186062299,0.3953720137240917,0.3685494884259989,0.09279760128882442,0.5222313324980903
2015-03-20,0.6413446253365055,0.5878706666116189,0.6858311722776913,0.6515019386499473,0.016510450629228433,0.0,0.0,0,0,0.26581740735722126,0.41652639678329434,0.39718384140778423,0.3784801149227316,0.09000677939194579,0.53116524309307
2015-03-23,0.651262086188413,0.591234714952388,0.6968991410597578,0.6530534341658912,0.006810274312864048,0.0,0.0,0,0,0.2579550040361734,0.42925061908938467,0.40030421010608663,0.3871400075586908,0.08749418687167651,0.5568964713307472
2015-03-24,0.6494026894211454,0.586749263847968,0.6905266938524821,0.6443644941831345,0.012010905361142677,0.0,0.0,0,0,0.23803543011279568,0.317637512707985,0.40083305958880133,0.394189168362579,0.08111207920588712,0.5577122667611285
2015-03-25,0.647233018134188,0.5805813988539664,0.6553097839797506,0.6058846636379227,0.013895504803275484,0.0,0.0,0,0,0.1782518472956289,0.2981950841342421,0.38890735535511983,0.39709435000813414,0.10325003188087709,0.5595174431015997
2015-03-26,0.5945456886103736,0.5413324863409198,0.6016462046593096,0.5602675979197759,0.026401293122146764,0.0,0.0,0,0,0.15996297104232177,0.22933022976019188,0.3648637619303896,0.3939061400385059,0.13540960993737397,0.5080584156161352
2015-03-27,0.5610738456480812,0.5090923660566422,0.5734729225245487,0.551578762583958,0.03259665112725402,0.0,0.0,0,0,0.23632105003444412,0.23338704534578056,0.3445142212536918,0.3866901339089971,0.13584594737971054,0.4912967143716036
2015-03-30,0.566032620124841,0.5104941495128537,0.5919198330372712,0.5627503465448785,0.013811858783613903,0.0,0.0,0,0,0.278860768694425,0.22965424056852338,0.33423614698139625,0.37856092594846347,0.10841492276153805,0.4855993429550851
2015-03-31,0.568821795835905,0.5099332066202681,0.5795098395064266,0.5369934908295926,0.01779285120235083,0.0,0.0,0,0,0.19936387570526054,0.19815833696334298,0.3190517541892862,0.36857630923634654,0.11604296145053836,0.4747357343707843
2015-04-01,0.5325604885038734,0.5256328287198931,0.5761558964828781,0.5838518785368213,0.027205387294046063,0.0,0.0,0,0,0.35491941136623345,0.2915757271478441,0.32559060545119245,0.3620877458295368,0.1533502510719393,0.446904374713297
2015-04-06,0.5846281352601121,0.5264740879315367,0.609695837878947,0.5633709028924807,0.01795534438819355,0.0,0.0,0,0,0.21187493415244943,0.26578245183135557,0.32552541255715206,0.3568819486529604,0.14934218956851955,0.5140851390416443
2015-04-07,0.5709913835889475,0.5175028295542303,0.6096957958002864,0.5754734260217433,0.018994401111815162,0.0,0.0,0,0,0.28051167707668373,0.275265060257124,0.3316815877872917,0.35412870664079793,0.15355857469988596,0.5003537898005115
2015-04-08,0.5802892088847571,0.5343238568330139,0.6217701887450253,0.5891275493138889,0.019684219603816385,0.0,0.0,0,0,0.2833948714096303,0.30861062376434284,0.34318450655641963,0.3545633301043298,0.1570679868728905,0.5252154906054931
2015-04-09,0.5908266540242745,0.5847867815186896,0.6331736771065319,0.6459160943460175,0.04545841324545383,0.0,0.0,0,0,0.3690301575667726,0.4167697766103736,0.3738298657016522,0.36193693820965833,0.19987431306453726,0.4885369246080564
2015-04-10,0.6466131997065537,0.5974024394794561,0.6861663753805753,0.6561566344916573,0.026582261416865975,0.0,0.0,0,0,0.2748306888798536,0.5007545768641051,0.4028453849556335,0.374488068728846,0.20110121070672352,0.5404634728026372
2015-04-13,0.654051590188038,0.6052522851520119,0.7089735800513168,0.6685695404416597,0.011870092880139533,0.0,0.0,0,0,0.2787817318666071,0.5121754143069936,0.4310129982142913,0.39098682198149604,0.19892119275879025,0.5688716135767768
2015-04-15,0.672337053771186,0.6268391166098812,0.7277557234971106,0.6753963927938548,0.02239394040089202,0.0,0.0,0,0,0.267932823266845,0.5206643324134235,0.4562418075285407,0.4099699084319842,0.1994334841958276,0.6317671549753172
2015-04-16,0.6757463739355446,0.6105789819705288,0.6915328450219387,0.6459160943460175,0.021679836657331225,0.0,0.0,0,0,0.19823918855593764,0.485112526495535,0.46618369985977015,0.4274357058848441,0.20773326720651666,0.6152377216234515
2015-04-17,0.6441338497215462,0.5965614411690529,0.6975699949029857,0.6539843733342333,0.009887388844886678,0.0,0.0,0,0,0.27062950899068783,0.5670616947503319,0.47716643020190763,0.44392629990251586,0.20870501684042578,0.630093209115201
2015-04-20,0.6509522598719685,0.6058129508712758,0.6673842171684463,0.6369167715425208,0.017282283721517168,0.0,0.0,0,0,0.2216202963523309,0.6309114593713571,0.4800492357480806,0.4577797016308582,0.2106731549795536,0.6073550293350849
2015-04-21,0.631736916173094,0.5825440469774131,0.6714090196395937,0.6375375371840006,0.015362384561933798,0.0,0.0,0,0,0.25616817486508936,0.6538618230999672,0.48273887032911356,0.46947906217966895,0.19330544189475588,0.6245973167467909
2015-04-22,0.6379352974440543,0.5803010770285562,0.6774460972148499,0.6412611892104297,0.014182610761950792,0.0,0.0,0,0,0.262260716967686,0.6434364286077645,0.4863316154760755,0.4796622414602868,0.1930823582826516,0.6409394155541228
2015-04-23,0.6472331150658029,0.5828242492522248,0.6868372393233171,0.6338135712167549,0.011842783301436222,0.0,0.0,0,0,0.24028889321950248,0.6957095521689425,0.48668429230675947,0.48788964135068263,0.19356775461691025,0.6573594313014282
2015-04-24,0.6348360765404669,0.5693674920203494,0.666713370919519,0.6189182305824662,0.012922138945736537,0.0,0.0,0,0,0.22529876557531267,0.5713422714594116,0.48188990136719095,0.49337237505682907,0.19524484626084945,0.6586702858812725
